Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Dell,Notebook,16,2.06,11524.64373704442,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,11469.9912412637,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,11551.145677789926,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,10895.234994607796,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,11912.57851574759,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,11183.42089766461,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Acer,Notebook,8,2.2,10336.863503805129,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,11121.54549394652,1,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,10977.716980635756,0,1,125.36742798669836,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,10776.732819811486,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,11442.360501250736,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,10830.96982484206,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,10790.103923492092,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,9804.50664384234,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,10403.650143697381,0,0,100.45466986113652,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,11352.694739066088,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,9676.00459962282,0,0,111.93520355955212,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,9555.290852218355,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others
Lenovo,Notebook,8,1.44,10830.96982484206,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,11085.440489304403,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,Windows
Acer,Notebook,4,2.2,10393.925962168345,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,11163.21819034709,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,11022.20830408089,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others
Dell,Ultrabook,8,1.29,10776.844060703754,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,10435.465480609668,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,10704.189639316835,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,11081.544019025281,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Xiaomi,Notebook,16,1.95,11219.752826912,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others
Asus,Netbook,2,1.1,9476.81923677686,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,10232.212772652003,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,11971.204630519404,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,10765.658261746039,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,11291.444530741917,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,11219.074000897615,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.32,11219.074000897615,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.64,11129.965423395353,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.63,10510.802297245793,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.8,10765.658261746039,0,1,127.33567457123112,Intel Core i5,1000,128,AMD,Others
Lenovo,Notebook,8,2.02,11175.98591917709,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10658.921971998408,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10104.611236292678,0,0,100.45466986113652,Intel Core i3,2000,0,Nvidia,Others
Dell,Notebook,4,2.3,10347.17287346399,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,8,1.9,11203.223524960787,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11986.17622657084,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2.0,10732.493415479688,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2.0,11144.911042902733,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,9886.35767027266,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows
Asus,Gaming,8,2.3,11383.485348791732,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,11197.396851520583,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,10656.930001858216,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,9964.497380151284,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows
HP,Gaming,12,2.62,11470.547260182666,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,10731.32994821639,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,11219.074000897615,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,10576.614498925237,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,11018.720942220474,0,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,10657.669623681943,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others
Asus,Notebook,4,2.0,9830.63294843456,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,2.1,10534.467797525002,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,10641.244744014544,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,10111.88320625578,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others
HP,Notebook,4,1.86,9959.497306919324,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,11430.859511915423,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,10188.167121983652,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,10993.953872709784,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,11876.197639250138,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,10274.785970374203,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,11130.176383145796,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2.0,9387.207078087175,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others
Mediacom,Notebook,4,1.35,9516.82457139056,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,10830.96982484206,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,10319.265697988736,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows
Dell,Notebook,4,2.18,10401.887658299067,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,9830.63294843456,1,1,189.90579052433608,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,10421.280845617712,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,11558.808550535496,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,11981.595204981144,0,1,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,10707.77173269934,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,11352.694739066088,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,10841.452101115572,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,10580.858947180335,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,9816.202683605532,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,10873.26596936077,0,0,111.93520355955212,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,11504.424909404817,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,9939.14036985058,0,0,111.93520355955212,Other Intel Processor,2000,0,Intel,Windows
HP,Notebook,6,1.95,10450.993742936223,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,10696.986727022775,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,10504.979864494358,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,9493.013922696839,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,11506.57735831005,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,11862.769612046066,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,11887.251546940472,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,10594.313360795071,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others
Mediacom,Notebook,4,1.45,9939.14036985058,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
Dell,Notebook,8,1.9,10891.80021486258,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,10553.42238395318,0,0,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,11313.402478637912,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,9662.536382571954,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
MSI,Gaming,16,4.5,11737.306010891049,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,11287.4471903093,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11397.934727218959,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,10387.379293942031,1,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,11454.295851800009,0,1,127.33567457123112,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,10580.858947180335,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,10830.96982484206,0,0,141.21199808219862,AMD Processor,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,10377.47822295932,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Samsung,Notebook,16,2.5,11413.356147904065,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,10246.54945809043,0,0,127.33567457123112,Intel Core i3,500,0,Intel,Others
Lenovo,Notebook,8,2.29,10104.611236292678,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11588.88600577277,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,11271.296098981416,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,11396.139931642936,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,11450.333208630005,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,11081.347155713405,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,10480.567504600336,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,9771.618776997504,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
MSI,Gaming,16,4.14,11671.319016786894,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10117.59843181949,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Others
MSI,Gaming,16,1.8,11715.790550995316,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,11219.074000897615,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,10310.61527773019,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,11144.911042902733,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,9830.63294843456,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,12472.34740787071,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,10754.357300416876,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,10071.160338072124,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,2.25,9858.88341472041,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Others
Dell,Notebook,4,1.93,10742.904151497523,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Asus,Gaming,8,3.0,11038.609189620307,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,10319.441460358463,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others
HP,Ultrabook,8,1.84,11211.900368986475,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,11702.152960779438,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,9913.097231314561,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,2.31,11000.21005668577,0,0,111.93520355955212,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,11265.171547683301,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,10629.713546415353,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,10658.921971998408,0,0,100.45466986113652,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,10812.893840917726,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,10776.844060703754,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,9452.024578163644,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,10124.029322149781,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others
Asus,2 in 1 Convertible,6,1.5,10435.481129939486,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.0,11482.152806302976,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11525.170191386665,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,11274.682488942934,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,10695.781181367427,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10336.863503805129,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,9964.522443121996,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows
Asus,Notebook,8,1.99,10785.284424941176,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,11508.719833687695,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,9493.013922696839,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,11447.163129677509,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,11758.368289071828,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,10986.7750135825,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,10231.119110983282,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,11779.404329770909,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,11039.464987704201,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,4,2.4,10084.808608996498,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,9588.689132620204,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,10798.84714858782,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,11838.443060873624,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,11076.412935176184,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,11343.269598606505,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,11912.57851574759,0,1,127.33567457123112,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,10539.41655276426,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others
Dell,Ultrabook,8,1.2,11254.810893751282,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,11058.781074545012,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,9875.184369674535,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others
Toshiba,Notebook,8,2.0,10945.351696133723,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,10798.84714858782,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,11009.948956147635,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,11062.29896074271,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,12029.883488676533,0,1,254.67134914246225,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,11089.517135798169,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,10013.431946154273,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,10257.82777312814,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,10265.276597141132,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,11279.92228688911,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,10186.161103256787,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,10837.272366712863,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,10588.945244611692,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2.0,11112.83946349252,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,9996.58437558166,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Others
Microsoft,Ultrabook,8,1.252,11508.104342010856,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,10682.36223627231,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,10916.751081300506,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9830.63294843456,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,10525.211768465944,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,11141.05450129298,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11009.948956147635,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,10180.118788800824,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
LG,Ultrabook,8,1.09,11715.790550995316,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,11144.911042902733,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,10881.2140971224,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,10013.431946154273,0,0,100.45466986113652,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,3.21,11601.643784304513,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,10525.211768465944,0,1,127.33567457123112,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,11288.114524334733,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,11917.834418453076,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,10393.289544363068,0,0,100.45466986113652,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,10277.575423651992,0,0,100.45466986113652,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,10319.441460358463,0,1,127.33567457123112,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,9737.61240901231,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,1.45,9902.487052202543,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,4,1.7,10525.211768465944,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,11529.366637136483,0,0,127.33567457123112,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,11834.974180925718,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,10855.94510841814,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,9570.272405833974,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,11442.360501250736,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,10481.345086360361,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others
Toshiba,Ultrabook,16,1.36,11512.991062818643,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,10510.802297245793,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,10683.645110085203,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,9964.522443121996,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,10037.017945160149,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,10407.616483423653,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,10084.808608996498,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Others
Dell,Notebook,8,2.18,10653.903140886465,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,10882.315804880689,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,11501.20100127367,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,11058.109595587433,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,10460.211528926417,0,1,127.33567457123112,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,11105.65953635771,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,10968.576149165092,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others
Dell,Notebook,8,1.98,10563.111041056929,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others
Asus,Notebook,4,1.5,9672.654512737536,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,1.93,11238.652353231751,0,0,141.21199808219862,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,10729.080621774308,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,11047.982926769504,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,9672.654512737536,0,0,100.45466986113652,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,9555.290852218355,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,2.63,11065.637862008223,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,11406.054689443872,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,10704.907085240231,1,1,117.82653006268644,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,11288.114524334733,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,12180.6155047626,0,0,254.67134914246225,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11182.294337407902,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,10169.762314876662,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Others
Dell,Notebook,8,2.2,10553.42238395318,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,10450.993742936223,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,10354.869672690878,0,0,100.45466986113652,Intel Core i5,1000,0,AMD,Others
HP,Notebook,4,2.1,10167.923515707005,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
